pedido_id,restaurante_id,nome_estabelecimento,categoria,item_principal,qtd_itens,preco_item,desconto,preco_pedido,distancia_km,taxa_entrega,tempo_entrega_min,nota_cliente
P0940,R094,Vila da Fogueira Maroto,Doces,pudim,2,32.27,3,65.54,8.43,8.25,51,2.5
P0941,R094,Vila da Fogueira Maroto,Doces,bolo de pote,5,35.39,0,180.95,8.84,12.12,56,3.3
P0942,R095,Vila da Garoa Honesto,Marmita,marmita P,2,27.65,5,50.3,0.87,0.3,17,3.9
P0943,R095,Vila da Garoa Honesto,Marmita,marmita P,2,24.17,5,44.84,0.64,3.57,31,1.1
P0944,R095,Vila da Garoa Honesto,Marmita,prato executivo,3,23.96,0,73.38,2.11,3.64,21,3.7
P0945,R095,Vila da Garoa Honesto,Marmita,marmita P,1,39.47,0,173.48,2.23,5.44,34,3.4
P0946,R095,Vila da Garoa Honesto,Marmita,marmita M,5,29.06,3,146.3,1.02,5.58,21,3.4
P0947,R095,Vila da Garoa Honesto,Marmita,marmita P,2,28.41,0,59.82,2.6,7.12,46,3.6
P0948,R095,Vila da Garoa Honesto,Marmita,marmita P,1,30.2,3,29.2,1.13,3.92,25,3.9
P0949,R095,Vila da Garoa Honesto,Marmita,marmita M,1,37.04,5,32.04,1.5,5.3,19,3.6
P0950,R095,Vila da Garoa Honesto,Marmita,marmita fitness,2,25.55,0,51.1,1.58,6.54,34,3.8
P0951,R095,Vila da Garoa Honesto,Marmita,marmita P,3,35.69,3,107.07,0.98,3.97,24,4.3
P0952,R096,Vila da Moqueca Clandestino,Açaí,salada de frutas,4,10.28,3,39.62,5.01,6.13,24,3.4
P0953,R096,Vila da Moqueca Clandestino,Açaí,açaí 300ml,1,13.27,0,13.27,3.4,5.11,42,3.9
P0954,R096,Vila da Moqueca Clandestino,Açaí,vitamina,3,17.09,0,53.27,5.32,6.79,28,4.0
P0955,R096,Vila da Moqueca Clandestino,Açaí,vitamina,1,16.92,0,18.42,3.75,6.92,47,3.7
P0956,R096,Vila da Moqueca Clandestino,Açaí,salada de frutas,3,13.04,2,40.12,4.03,6.32,38,3.8
P0957,R096,Vila da Moqueca Clandestino,Açaí,açaí 500ml,1,11.21,2,9.21,0.9,5.5,176,3.8
P0958,R096,Vila da Moqueca Clandestino,Açaí,açaí 500ml,2,17.53,2,33.06,7.28,6.09,39,3.5
P0959,R096,Vila da Moqueca Clandestino,Açaí,açaí 500ml,2,12.96,0,27.42,2.31,3.66,118,4.3
P0960,R096,Vila da Moqueca Clandestino,Açaí,vitamina,1,12.37,0,13.87,2.99,5.76,40,3.8
P0961,R096,Vila da Moqueca Clandestino,Açaí,vitamina,2,12.34,0,26.18,4.29,7.78,29,3.2
P0962,R097,Vila do Abacaxi Sincero,Hambúrguer,x-salada,1,52.47,5,47.47,2.06,3.46,44,3.6
P0963,R097,Vila do Abacaxi Sincero,Hambúrguer,smash duplo,1,56.76,0,58.26,3.35,5.27,46,3.9
P0964,R097,Vila do Abacaxi Sincero,Hambúrguer,batata frita,1,55.69,0,57.69,1.73,5.59,38,4.4
P0965,R097,Vila do Abacaxi Sincero,Hambúrguer,x-burger,1,38.58,5,35.58,2.59,6.73,32,4.3
P0966,R097,Vila do Abacaxi Sincero,Hambúrguer,batata frita,4,48.29,3,192.16,5.02,8.42,26,4.2
P0967,R097,Vila do Abacaxi Sincero,Hambúrguer,x-bacon,5,55.21,2,274.05,3.86,6.52,38,4.2
P0968,R097,Vila do Abacaxi Sincero,Hambúrguer,smash duplo,1,50.77,2,50.27,1.67,4.23,26,4.6
P0969,R097,Vila do Abacaxi Sincero,Hambúrguer,batata frita,2,38.61,0,78.72,4.87,8.35,35,4.2
P0970,R097,Vila do Abacaxi Sincero,Hambúrguer,x-burger,1,61.88,0,63.38,2.27,3.63,22,4.1
P0971,R097,Vila do Abacaxi Sincero,Hambúrguer,x-bacon,3,53.57,2,160.71,1.95,5.96,22,4.9
P0972,R098,Vila do Acarajé Crocrante,Açaí,açaí 500ml,3,8.38,0,29.14,0.91,4.44,19,3.8
P0973,R098,Vila do Acarajé Crocrante,Açaí,açaí 500ml,4,8.95,2,33.8,3.1,3.63,40,3.9
P0974,R098,Vila do Acarajé Crocrante,Açaí,vitamina,3,11.59,5,33.77,1.68,4.4,22,4.1
P0975,R098,Vila do Acarajé Crocrante,Açaí,açaí 500ml,3,9.01,0,27.03,1.6,6.17,34,3.7
P0976,R098,Vila do Acarajé Crocrante,Açaí,açaí 300ml,2,8.4,0,18.8,0.8,2.77,142,3.9
P0977,R098,Vila do Acarajé Crocrante,Açaí,açaí 300ml,1,8.63,0,10.13,2.2,4.11,27,3.1
P0978,R098,Vila do Acarajé Crocrante,Açaí,vitamina,2,12.0,0,25.5,3.68,7.51,23,3.1
P0979,R098,Vila do Acarajé Crocrante,Açaí,açaí 500ml,1,9.5,2,7.5,1.33,6.53,28,3.8
P0980,R098,Vila do Acarajé Crocrante,Açaí,açaí 300ml,3,7.78,5,18.34,0.91,5.68,19,3.4
P0981,R098,Vila do Acarajé Crocrante,Açaí,açaí 300ml,3,8.97,5,25.91,1.84,7.28,34,3.8
P0982,R098,Vila do Acarajé Crocrante,Açaí,vitamina,1,8.86,3,5.86,1.44,6.1,27,3.5
P0983,R099,Vila do Javali Bruto,Marmita,prato executivo,3,12.2,0,38.6,5.88,7.34,57,2.9
P0984,R099,Vila do Javali Bruto,Marmita,prato executivo,2,10.85,0,23.7,4.25,7.47,39,3.4
P0985,R099,Vila do Javali Bruto,Marmita,prato executivo,1,12.21,5,7.21,2.78,8.41,8,4.0
P0986,R099,Vila do Javali Bruto,Marmita,marmita P,1,15.46,5,11.96,5.0,7.84,51,3.4
P0987,R099,Vila do Javali Bruto,Marmita,prato executivo,2,15.49,2,28.98,6.02,10.27,35,3.8
P0988,R099,Vila do Javali Bruto,Marmita,prato executivo,1,15.42,0,19.42,5.51,6.5,39,3.6
P0989,R099,Vila do Javali Bruto,Marmita,marmita fitness,2,12.55,5,22.1,5.05,9.25,45,3.2
P0990,R100,Vila do Pastel Clandestino,Doces,bolo de pote,1,48.89,3,47.89,8.89,14.12,62,3.0
P0991,R100,Vila do Pastel Clandestino,Doces,cookie,4,35.93,0,143.72,8.14,14.24,53,3.3
P0992,R100,Vila do Pastel Clandestino,Doces,brigadeiro,5,41.43,0,211.15,7.65,15.72,53,3.2
P0993,R100,Vila do Pastel Clandestino,Doces,brigadeiro,1,43.94,5,38.94,9.64,14.3,68,3.4
P0994,R100,Vila do Pastel Clandestino,Doces,pudim,1,46.85,0,50.85,10.32,14.01,81,3.2
P0995,R100,Vila do Pastel Clandestino,Doces,cookie,1,32.48,0,36.48,6.37,13.04,53,3.2
P0996,R100,Vila do Pastel Clandestino,Doces,pudim,5,52.7,5,258.5,5.18,13.07,26,3.4
P0997,R100,Vila do Pastel Clandestino,Doces,cookie,1,39.63,2,37.63,8.91,11.81,68,3.0
P0998,R100,Vila do Pastel Clandestino,Doces,cookie,3,48.3,0,144.9,8.39,14.62,47,3.4
P0999,R100,Vila do Pastel Clandestino,Doces,cookie,1,49.49,0,52.49,9.57,14.3,83,2.3
P1000,R100,Vila do Pastel Clandestino,Doces,pudim,2,31.03,0,64.06,7.46,13.67,69,1.2
